Timestamp,User,Topic,Learning Resource,Sequence ID,Learning Resource Interactions Total,Learning Resource Attempts Total,Learning Resource Hints Total,Learning Resource Highest Score,Learning Resource Highest Score Without Hint,Learning Resource First Attempt Score,Learning Resource Last Attempt Score,Learning Resource Interactions Until Highest Score,Learning Resource Attempts Until Highest Score,Learning Resource Hints Until Highest Score,Learning Resource Is Correct,Learning Resource Is Correct Without Hints,Learning Resource First Attempt Is Correct,Learning Resource First Attempt Is Correct Without Hints,Learning Resource Last Attempt Is Correct,Learning Resource Last Attempt Is Correct Without Hints,Learning Resource Interactions Until Correct,Learning Resource Attempts Until Correct,Learning Resource Hints Until Correct,Topic Score,Topic Is Correct,Topic Interactions Total All Learning Resources Mean,Topic Attempts Total All Learning Resources Mean,Topic Hints Total All Learning Resources Mean,Topic Highest Score All Learning Resources Mean,Topic Highest Score Without Hint All Learning Resources Mean,Topic First Attempt Score All Learning Resources Mean,Topic Last Attempt Score All Learning Resources Mean,Topic Interactions Until Highest Score All Learning Resources Mean,Topic Attempts Until Highest Score All Learning Resources Mean,Topic Hints Until Highest Score All Learning Resources Mean,Topic Is Correct All Learning Resources Mean,Topic Is Correct Without Hints All Learning Resources Mean,Topic First Attempt Is Correct All Learning Resources Mean,Topic First Attempt Is Correct Without Hints All Learning Resources Mean,Topic Last Attempt Is Correct All Learning Resources Mean,Topic Last Attempt Is Correct Without Hints All Learning Resources Mean,Topic Interactions Until Correct All Learning Resources Mean,Topic Attempts Until Correct All Learning Resources Mean,Topic Hints Until Correct All Learning Resources Mean,Course Score,Course Is Correct,Course Interactions Total All Learning Resources Mean,Course Attempts Total All Learning Resources Mean,Course Hints Total All Learning Resources Mean,Course Highest Score All Learning Resources Mean,Course Highest Score Without Hint All Learning Resources Mean,Course First Attempt Score All Learning Resources Mean,Course Last Attempt Score All Learning Resources Mean,Course Interactions Until Highest Score All Learning Resources Mean,Course Attempts Until Highest Score All Learning Resources Mean,Course Hints Until Highest Score All Learning Resources Mean,Course Is Correct All Learning Resources Mean,Course Is Correct Without Hints All Learning Resources Mean,Course First Attempt Is Correct All Learning Resources Mean,Course First Attempt Is Correct Without Hints All Learning Resources Mean,Course Last Attempt Is Correct All Learning Resources Mean,Course Last Attempt Is Correct Without Hints All Learning Resources Mean,Course Interactions Until Correct All Learning Resources Mean,Course Attempts Until Correct All Learning Resources Mean,Course Hints Until Correct All Learning Resources Mean,Course Score All Topics Mean,Course Is Correct All Topics Mean
2016-02-05 19:46:00,0,,0,0,1,1,0,,,,,,,,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,5.857142857142857,4.285714285714286,1.5714285714285714,,,,,,,,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.5714285714285714,5.285714285714286,4.0,1.1428571428571428,,
2016-02-05 19:48:00,0,,1,0,1,1,0,,,,,,,,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,5.857142857142857,4.285714285714286,1.5714285714285714,,,,,,,,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.5714285714285714,5.285714285714286,4.0,1.1428571428571428,,
2016-02-05 20:05:00,0,,2,0,23,15,8,,,,,,,,1,0,0,0,1,0,23,15,8,,,,,,,,,,,,,,,,,,,,,,,,5.857142857142857,4.285714285714286,1.5714285714285714,,,,,,,,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.5714285714285714,5.285714285714286,4.0,1.1428571428571428,,
2016-02-05 20:12:00,0,,3,0,7,6,1,,,,,,,,1,0,0,0,1,0,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,5.857142857142857,4.285714285714286,1.5714285714285714,,,,,,,,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.5714285714285714,5.285714285714286,4.0,1.1428571428571428,,
2016-02-05 20:16:00,0,,4,0,2,2,0,,,,,,,,1,1,0,0,1,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,5.857142857142857,4.285714285714286,1.5714285714285714,,,,,,,,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.5714285714285714,5.285714285714286,4.0,1.1428571428571428,,
2016-02-07 00:40:00,0,,5,0,4,4,0,,,,,,,,1,1,0,0,1,1,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,5.857142857142857,4.285714285714286,1.5714285714285714,,,,,,,,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.5714285714285714,5.285714285714286,4.0,1.1428571428571428,,
2016-02-07 00:45:00,0,,6,0,3,1,2,,,,,,,,0,0,0,0,0,0,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,5.857142857142857,4.285714285714286,1.5714285714285714,,,,,,,,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.5714285714285714,5.285714285714286,4.0,1.1428571428571428,,
2016-02-13 06:05:00,1,,8,1,1,1,0,,,,,,,,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,2.875,2.6666666666666665,0.20833333333333334,,,,,,,,0.7083333333333334,0.6666666666666666,0.4583333333333333,0.4583333333333333,0.7083333333333334,0.6666666666666666,1.25,1.1666666666666667,-0.20833333333333334,,
2016-02-13 06:05:00,1,,7,1,4,4,0,,,,,,,,1,1,0,0,1,1,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,2.875,2.6666666666666665,0.20833333333333334,,,,,,,,0.7083333333333334,0.6666666666666666,0.4583333333333333,0.4583333333333333,0.7083333333333334,0.6666666666666666,1.25,1.1666666666666667,-0.20833333333333334,,
2016-02-13 06:06:00,1,,9,1,1,1,0,,,,,,,,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,2.875,2.6666666666666665,0.20833333333333334,,,,,,,,0.7083333333333334,0.6666666666666666,0.4583333333333333,0.4583333333333333,0.7083333333333334,0.6666666666666666,1.25,1.1666666666666667,-0.20833333333333334,,
